image_path,crop,disease,caption,temperature,humidity,rainfall,source_csv,image_full_path
Cedar_rust(108).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,16.0,89.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(108).JPG
Cedar_rust(109).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,21.0,98.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(109).JPG
Cedar_rust(110).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing early symptoms.,17.0,85.0,50.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(110).JPG
Cedar_rust(111).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,24.0,98.0,36.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(111).JPG
Cedar_rust(112).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white showing slight discoloration.,16.0,85.0,27.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(112).JPG
Cedar_rust(113).JPG,Apple,Cedar_apple_rust,a leaf with a brown spot on it showing slight discoloration.,23.0,92.0,50.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(113).JPG
Cedar_rust(114).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing slight discoloration.,23.0,94.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(114).JPG
Cedar_rust(115).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,16.0,88.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(115).JPG
Cedar_rust(116).JPG,Apple,Cedar_apple_rust,a leaf with a rusty brown spot on it showing slight discoloration.,16.0,92.0,42.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(116).JPG
Cedar_rust(117).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,23.0,94.0,45.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(117).JPG
Cedar_rust(118).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing slight discoloration.,24.0,89.0,26.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(118).JPG
Cedar_rust(119).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,18.0,95.0,50.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(119).JPG
Cedar_rust(120).JPG,Apple,Cedar_apple_rust,a leaf with a slit in it showing slight discoloration.,21.0,97.0,28.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(120).JPG
Cedar_rust(121).JPG,Apple,Cedar_apple_rust,a leaf with a scab on it showing early symptoms.,16.0,94.0,46.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(121).JPG
Cedar_rust(122).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing early symptoms.,20.0,93.0,26.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(122).JPG
Cedar_rust(123).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing early symptoms.,24.0,89.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(123).JPG
Cedar_rust(124).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots and a few brown spots under natural light.,17.0,88.0,26.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(124).JPG
Cedar_rust(125).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,22.0,88.0,21.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(125).JPG
Cedar_rust(126).JPG,Apple,Cedar_apple_rust,a leaf with a scab on it showing early symptoms.,22.0,92.0,32.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(126).JPG
Cedar_rust(127).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing slight discoloration.,22.0,89.0,40.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(127).JPG
Cedar_rust(128).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,23.0,92.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(128).JPG
Cedar_rust(129).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing slight discoloration.,22.0,95.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(129).JPG
Cedar_rust(130).JPG,Apple,Cedar_apple_rust,a leaf with a fungus on it showing slight discoloration.,24.0,96.0,45.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(130).JPG
Cedar_rust(131).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,19.0,86.0,28.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(131).JPG
Cedar_rust(132).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing early symptoms.,21.0,88.0,44.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(132).JPG
Cedar_rust(133).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,24.0,98.0,23.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(133).JPG
Cedar_rust(134).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,17.0,90.0,43.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(134).JPG
Cedar_rust(135).JPG,Apple,Cedar_apple_rust,a leaf with a scab on it during daylight.,22.0,92.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(135).JPG
Cedar_rust(136).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with healthy green texture.,19.0,95.0,41.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(136).JPG
Cedar_rust(137).JPG,Apple,Cedar_apple_rust,a leaf with a scab on it under natural light.,20.0,90.0,44.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(137).JPG
Cedar_rust(138).JPG,Apple,Cedar_apple_rust,a leaf with a rusty brown spot on the leaf with healthy green texture.,16.0,88.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(138).JPG
Cedar_rust(139).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots and a few brown spots under natural light.,20.0,85.0,43.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(139).JPG
Cedar_rust(140).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots and a few brown spots showing slight discoloration.,18.0,89.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(140).JPG
Cedar_rust(141).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,24.0,90.0,24.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(141).JPG
Cedar_rust(142).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots with healthy green texture.,19.0,97.0,22.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(142).JPG
Cedar_rust(143).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white showing slight discoloration.,19.0,98.0,27.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(143).JPG
Cedar_rust(144).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white spotted fungus showing slight discoloration.,23.0,86.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(144).JPG
Cedar_rust(145).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white spotted fungus with healthy green texture.,17.0,87.0,27.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(145).JPG
Cedar_rust(146).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,20.0,92.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(146).JPG
Cedar_rust(147).JPG,Apple,Cedar_apple_rust,a small brown spot on the leaf showing early symptoms.,16.0,87.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(147).JPG
Cedar_rust(148).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with healthy green texture.,22.0,97.0,20.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(148).JPG
Cedar_rust(149).JPG,Apple,Cedar_apple_rust,a leaf with a scab on it during daylight.,20.0,87.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(149).JPG
Cedar_rust(150).JPG,Apple,Cedar_apple_rust,a leaf with a slit in it showing early symptoms.,20.0,97.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(150).JPG
Cedar_rust(151).JPG,Apple,Cedar_apple_rust,a leaf of a tree with a scab on it showing early symptoms.,23.0,97.0,29.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(151).JPG
Cedar_rust(152).JPG,Apple,Cedar_apple_rust,a leaf with a brown spot on it under natural light.,17.0,90.0,20.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(152).JPG
Cedar_rust(153).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots on it under natural light.,16.0,93.0,21.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(153).JPG
Cedar_rust(154).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,18.0,86.0,28.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(154).JPG
Cedar_rust(155).JPG,Apple,Cedar_apple_rust,a leaf with a brown spot on it with healthy green texture.,19.0,90.0,41.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(155).JPG
Cedar_rust(156).JPG,Apple,Cedar_apple_rust,a leaf with a brownish brown color under natural light.,16.0,88.0,37.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(156).JPG
Cedar_rust(157).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,17.0,98.0,42.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(157).JPG
Cedar_rust(158).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white with visible spots.,21.0,93.0,20.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(158).JPG
Cedar_rust(159).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,23.0,86.0,42.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(159).JPG
Cedar_rust(160).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing early symptoms.,18.0,90.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(160).JPG
Cedar_rust(161).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots under natural light.,23.0,88.0,45.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(161).JPG
Cedar_rust(162).JPG,Apple,Cedar_apple_rust,a leaf with a few spots on it with visible spots.,24.0,97.0,33.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(162).JPG
Cedar_rust(163).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots showing early symptoms.,16.0,98.0,39.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(163).JPG
Cedar_rust(164).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,24.0,91.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(164).JPG
Cedar_rust(165).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing slight discoloration.,16.0,85.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(165).JPG
Cedar_rust(166).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,20.0,94.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(166).JPG
Cedar_rust(167).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing slight discoloration.,17.0,96.0,33.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(167).JPG
Cedar_rust(168).JPG,Apple,Cedar_apple_rust,a small brown spot on the leaf with visible spots.,21.0,96.0,44.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(168).JPG
Cedar_rust(169).JPG,Apple,Cedar_apple_rust,a leaf of a tree during daylight.,16.0,87.0,41.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(169).JPG
Cedar_rust(170).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and yellow showing early symptoms.,18.0,91.0,44.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(170).JPG
Cedar_rust(171).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,16.0,94.0,46.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(171).JPG
Cedar_rust(172).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brownish brown rust with healthy green texture.,19.0,90.0,27.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(172).JPG
Cedar_rust(173).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brownish brown rust showing slight discoloration.,23.0,95.0,26.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(173).JPG
Cedar_rust(174).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brownish brown rust with visible spots.,17.0,94.0,32.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(174).JPG
Cedar_rust(175).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing early symptoms.,18.0,93.0,25.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(175).JPG
Cedar_rust(176).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,19.0,93.0,21.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(176).JPG
Cedar_rust(177).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots with visible spots.,16.0,85.0,43.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(177).JPG
Cedar_rust(178).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,18.0,92.0,28.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(178).JPG
Cedar_rust(179).JPG,Apple,Cedar_apple_rust,a small brown spot on the leaf with visible spots.,18.0,95.0,24.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(179).JPG
Cedar_rust(180).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,24.0,91.0,39.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(180).JPG
Cedar_rust(181).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white fungus during daylight.,22.0,86.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(181).JPG
Cedar_rust(182).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brownish brownish brownish brownish brownish brownish brownish brownish under natural light.,17.0,85.0,23.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(182).JPG
Cedar_rust(183).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white with healthy green texture.,18.0,92.0,23.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(183).JPG
Cedar_rust(184).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,22.0,89.0,46.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(184).JPG
Cedar_rust(185).JPG,Apple,Cedar_apple_rust,a leaf with a few spots of brown and white showing slight discoloration.,23.0,94.0,42.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(185).JPG
Cedar_rust(186).JPG,Apple,Cedar_apple_rust,a small brown spot on the leaf during daylight.,16.0,98.0,41.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(186).JPG
Cedar_rust(187).JPG,Apple,Cedar_apple_rust,a leaf with a spotted fungus on it showing early symptoms.,23.0,98.0,49.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(187).JPG
Cedar_rust(188).JPG,Apple,Cedar_apple_rust,a leaf with a brown spot on the leaf with healthy green texture.,24.0,91.0,23.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(188).JPG
Cedar_rust(189).JPG,Apple,Cedar_apple_rust,a leaf with a spotted fungus with visible spots.,19.0,93.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(189).JPG
Cedar_rust(190).JPG,Apple,Cedar_apple_rust,a leaf with a few spots during daylight.,17.0,92.0,22.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(190).JPG
Cedar_rust(191).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with healthy green texture.,22.0,92.0,34.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(191).JPG
Cedar_rust(192).JPG,Apple,Cedar_apple_rust,a leaf with a few spots showing early symptoms.,19.0,90.0,41.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(192).JPG
Cedar_rust(193).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,23.0,93.0,47.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(193).JPG
Cedar_rust(194).JPG,Apple,Cedar_apple_rust,a leaf with a rusty brown spot on the leaf with visible spots.,23.0,87.0,47.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(194).JPG
Cedar_rust(195).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with visible spots.,20.0,86.0,50.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(195).JPG
Cedar_rust(196).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,24.0,89.0,27.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(196).JPG
Cedar_rust(197).JPG,Apple,Cedar_apple_rust,a leaf with a few spots with healthy green texture.,17.0,88.0,38.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(197).JPG
Cedar_rust(198).JPG,Apple,Cedar_apple_rust,a leaf with a few striations under natural light.,16.0,90.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(198).JPG
Cedar_rust(199).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots during daylight.,18.0,97.0,32.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(199).JPG
Cedar_rust(200).JPG,Apple,Cedar_apple_rust,a leaf with a few spots under natural light.,22.0,89.0,32.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(200).JPG
Cedar_rust(201).JPG,Apple,Cedar_apple_rust,a leaf of a tree under natural light.,24.0,91.0,35.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(201).JPG
Cedar_rust(202).JPG,Apple,Cedar_apple_rust,a leaf with a few brown spots during daylight.,20.0,85.0,32.0,Apple___Cedar_apple_rust.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Cedar_apple_rust/Cedar_rust(202).JPG
